transacao_id,imovel_id,bairro,tipo_imovel,area_m2,quartos,condicao,preco_total,preco_m2,comprador_id,comprador_cnpj,forma_pagamento,ano_transacao,mes_transacao,dias_no_mercado
TX-02704,IMO-02704,Benfica,Apartamento,78,3,Usado,411710.09,5278.33,CPF-02783,,À vista,2024,3,5.0
TX-02705,IMO-02705,Edson Queiroz,Apartamento,75,2,Usado,520255.05,6936.73,CPF-01483,,Financiamento,2022,9,206.0
TX-02706,IMO-02706,Cocó,Casa,220,3,Novo,1924219.57,8746.45,CPF-00134,,À vista,2023,1,151.0
TX-02707,IMO-02707,Centro,Apartamento,57,4,Usado,314155.51,5511.5,CPF-07499,,À vista,2022,1,5.0
TX-02708,IMO-02708,Varjota,Apartamento,77,3,Novo,751146.11,9755.14,CPF-00049,,À vista,2024,4,88.0
TX-02709,IMO-02709,Aquiraz (Beach Park),Casa,193,4,Usado,1348821.27,6988.71,CPF-02124,,À vista,2024,3,
TX-02710,IMO-02710,Messejana,Casa,189,3,Usado,742444.87,3928.28,CPF-05715,,Financiamento,2023,2,65.0
TX-02711,IMO-02711,Meireles,Apartamento,36,2,Novo,484078.69,13446.63,CPF-06473,,À vista,2023,2,68.0
TX-02712,IMO-02712,Benfica,Casa,236,3,Usado,1403096.78,5945.33,CPF-03652,,Financiamento,2023,11,77.0
TX-02713,IMO-02713,Varjota,Flat/Studio,26,1,Usado,260170.96,10006.58,CPF-05667,,Financiamento,2023,10,25.0
TX-02714,IMO-02714,Aldeota,Casa,185,4,Usado,1818177.65,9827.99,CPF-07253,,Financiamento,2023,2,95.0
TX-02715,IMO-02715,Cocó,Apartamento,70,2,Usado,525070.61,7501.01,CPF-01256,,Financiamento,2022,2,46.0
TX-02716,IMO-02716,Meireles,Casa,109,4,Usado,1626613.98,14923.06,CPF-07685,,Financiamento,2024,12,5.0
TX-02717,IMO-02717,Benfica,Casa,119,4,Novo,634729.32,5333.86,CPF-05507,,Financiamento,2022,7,13.0
TX-02718,IMO-02718,Parquelândia,Casa,309,3,Novo,2480557.88,8027.7,CPF-01913,,À vista,2024,1,97.0
TX-02719,IMO-02719,Montese,Apartamento,49,3,Novo,402717.08,8218.72,CPF-09003,CNPJ-08001,À vista,2022,11,119.0
TX-02720,IMO-02720,Luciano Cavalcante,Cobertura,186,4,Usado,1897775.94,10203.1,CPF-07640,,À vista,2024,4,74.0
TX-02721,IMO-02721,Papicu,Casa,185,4,Usado,1281597.68,6927.56,CPF-03432,,À vista,2023,3,114.0
TX-02722,IMO-02722,Montese,Apartamento,93,3,Usado,362511.75,3897.98,CPF-04355,,À vista,2022,9,107.0
TX-02723,IMO-02723,Fátima,Casa,284,4,Usado,1333784.36,4696.42,CPF-03713,,À vista,2022,12,192.0
TX-02724,IMO-02724,Edson Queiroz,Apartamento,42,3,Usado,320430.62,7629.3,CPF-04027,,À vista,2022,1,26.0
TX-02725,IMO-02725,Eusébio,Casa,130,4,Usado,805670.47,6197.47,CPF-00083,,À vista,2024,9,150.0
TX-02726,IMO-02726,Parquelândia,Flat/Studio,33,1,Usado,210982.91,6393.42,CPF-05622,,À vista,2022,3,54.0
TX-02727,IMO-02727,Aldeota,Casa,215,3,Novo,2816420.99,13099.63,CPF-05111,,Financiamento,2022,1,173.0
TX-02728,IMO-02728,Maraponga,Casa,122,3,Usado,533422.79,4372.32,CPF-03747,,À vista,2024,2,85.0
TX-02729,IMO-02729,Luciano Cavalcante,Apartamento,59,2,Usado,453045.59,7678.74,CPF-06789,,À vista,2024,10,5.0
TX-02730,IMO-02730,Parangaba,Casa,186,4,Novo,804766.89,4326.7,CPF-01951,,Financiamento,2022,9,37.0
TX-02731,IMO-02731,Maracanaú,Apartamento,86,4,Usado,234054.29,2721.56,CPF-07819,,À vista,2023,3,145.0
TX-02732,IMO-02732,Edson Queiroz,Apartamento,49,2,Novo,341556.32,6970.54,CPF-01318,,Financiamento,2022,1,
TX-02733,IMO-02733,Messejana,Cobertura,169,3,Usado,423197.77,2504.13,CPF-00494,,Financiamento,2023,8,163.0
TX-02734,IMO-02734,Meireles,Apartamento,78,4,Usado,900568.61,11545.75,CPF-03580,,À vista,2023,4,5.0
TX-02735,IMO-02735,Centro,Flat/Studio,40,1,Usado,259222.23,6480.56,CPF-00114,,À vista,2024,7,86.0
TX-02736,IMO-02736,Aquiraz (Beach Park),Flat/Studio,33,1,Novo,231756.83,7022.93,CPF-04525,,À vista,2022,9,76.0
TX-02737,IMO-02737,Aquiraz (Beach Park),Apartamento,45,3,Novo,251766.48,5594.81,CPF-07060,,Financiamento,2023,10,101.0
TX-02738,IMO-02738,Parangaba,Casa,171,3,Usado,462544.34,2704.94,CPF-03431,,Financiamento,2024,3,99.0
TX-02739,IMO-02739,Benfica,Apartamento,115,3,Usado,680805.34,5920.05,CPF-02987,,Financiamento,2023,10,93.0
TX-02740,IMO-02740,Maraponga,Apartamento,85,3,Novo,459388.1,5404.57,CPF-01446,,Financiamento,2024,11,153.0
TX-02741,IMO-02741,Benfica,Apartamento,83,2,Usado,450327.54,5425.63,CPF-01595,,À vista,2024,12,35.0
TX-02742,IMO-02742,Messejana,Cobertura,128,3,Novo,484686.2,3786.61,CPF-05888,,À vista,2023,8,110.0
TX-02743,IMO-02743,Fátima,Apartamento,85,2,Novo,664361.54,7816.02,CPF-00362,,Financiamento,2023,9,5.0
TX-02744,IMO-02744,Benfica,Flat/Studio,34,1,Usado,184207.01,5417.85,CPF-04112,,À vista,2022,11,122.0
TX-02745,IMO-02745,Maraponga,Casa,182,4,Novo,861484.81,4733.43,CPF-07794,,À vista,2024,9,127.0
TX-02746,IMO-02746,Centro,Apartamento,105,2,Novo,620679.01,5911.23,CPF-01833,,À vista,2024,7,38.0
TX-02747,IMO-02747,Messejana,Apartamento,77,4,Usado,193126.77,2508.14,CPF-05456,,Financiamento,2023,4,58.0
TX-02748,IMO-02748,Benfica,Cobertura,100,3,Usado,415681.26,4156.81,CPF-02476,,À vista,2024,11,85.0
TX-02749,IMO-02749,Parangaba,Flat/Studio,32,1,Novo,152567.58,4767.74,CPF-06829,,Financiamento,2023,5,130.0
TX-02750,IMO-02750,Montese,Apartamento,76,3,Novo,439066.78,5777.19,CPF-00877,,Financiamento,2023,12,122.0
TX-02751,IMO-02751,Dionísio Torres,Apartamento,82,3,Usado,1006847.67,12278.63,CPF-07607,,À vista,2022,10,128.0
TX-02752,IMO-02752,Dionísio Torres,Apartamento,93,4,Novo,1312216.91,14109.86,CPF-09009,,À vista,2023,9,74.0
TX-02753,IMO-02753,Maracanaú,Apartamento,93,3,Usado,198067.83,2129.76,CPF-00635,,Financiamento,2023,3,124.0
TX-02754,IMO-02754,Maracanaú,Apartamento,72,4,Novo,239065.86,3320.36,CPF-01256,,À vista,2022,5,113.0
TX-02755,IMO-02755,Messejana,Flat/Studio,39,1,Usado,161991.93,4153.64,CPF-02154,,À vista,2024,3,137.0
TX-02756,IMO-02756,Eusébio,Apartamento,65,2,Usado,301359.97,4636.31,CPF-05557,,À vista,2023,2,12.0
TX-02757,IMO-02757,Maracanaú,Apartamento,71,3,Usado,185215.12,2608.66,CPF-06757,,À vista,2023,5,258.0
TX-02758,IMO-02758,Parquelândia,Apartamento,53,3,Usado,338679.47,6390.18,CPF-01542,,À vista,2024,6,125.0
TX-02759,IMO-02759,Fátima,Apartamento,37,3,Usado,307892.01,8321.41,CPF-04702,,À vista,2023,2,29.0
TX-02760,IMO-02760,Varjota,Cobertura,214,5,Novo,2140098.48,10000.46,CPF-00087,,À vista,2024,11,121.0
TX-02761,IMO-02761,Maraponga,Apartamento,78,3,Novo,310377.21,3979.19,CPF-06957,,Financiamento,2023,1,153.0
TX-02762,IMO-02762,Centro,Apartamento,92,2,Usado,411951.82,4477.74,CPF-07095,,Financiamento,2022,4,159.0
TX-02763,IMO-02763,Parangaba,Casa,115,4,Usado,499427.07,4342.84,CPF-04930,,À vista,2022,11,
TX-02764,IMO-02764,Aquiraz (Beach Park),Flat/Studio,30,1,Usado,186737.3,6224.58,CPF-05006,,À vista,2023,3,23.0
TX-02765,IMO-02765,Edson Queiroz,Apartamento,47,2,Novo,436014.27,9276.9,CPF-05462,,Financiamento,2022,8,135.0
TX-02766,IMO-02766,Luciano Cavalcante,Apartamento,96,3,Novo,902172.64,9397.63,CPF-07777,,À vista,2022,12,94.0
TX-02767,IMO-02767,Meireles,Apartamento,100,4,Usado,1480318.44,14803.18,CPF-01980,,À vista,2023,9,128.0
TX-02768,IMO-02768,Benfica,Apartamento,74,2,Usado,340261.05,4598.12,CPF-07325,,Financiamento,2023,4,40.0
TX-02769,IMO-02769,Fátima,Apartamento,61,2,Novo,628656.15,10305.84,CPF-07365,,À vista,2024,8,105.0
TX-02770,IMO-02770,Papicu,Cobertura,174,3,Usado,940492.72,5405.13,CPF-03464,,Financiamento,2024,9,32.0
TX-02771,IMO-02771,Eusébio,Cobertura,202,3,Novo,1176596.78,5824.74,CPF-03086,,À vista,2024,10,5.0
TX-02772,IMO-02772,Varjota,Casa,102,3,Usado,1050247.58,10296.54,CPF-06033,,À vista,2024,3,28.0
TX-02773,IMO-02773,Varjota,Apartamento,90,3,Usado,825356.25,9170.63,CPF-04453,,Financiamento,2023,12,5.0
TX-02774,IMO-02774,Centro,Apartamento,40,1,Usado,253836.54,6345.91,CPF-02153,,À vista,2022,7,131.0
TX-02775,IMO-02775,Aldeota,Cobertura,205,5,Novo,1800664.04,8783.73,CPF-02494,,À vista,2022,1,15.0
TX-02776,IMO-02776,Fátima,Apartamento,79,2,Usado,702460.72,8891.91,CPF-03302,,À vista,2023,2,5.0
TX-02777,IMO-02777,Papicu,Apartamento,83,4,Novo,679572.26,8187.62,CPF-05928,,À vista,2023,2,143.0
TX-02778,IMO-02778,Aldeota,Casa,60,4,Novo,788817.46,13146.96,CPF-03097,,À vista,2024,5,52.0
TX-02779,IMO-02779,Parquelândia,Apartamento,30,2,Usado,186495.48,6216.52,CPF-02730,,À vista,2024,1,144.0
TX-02780,IMO-02780,Maraponga,Casa,129,4,Usado,625031.84,4845.21,CPF-02621,,Financiamento,2023,8,35.0
TX-02781,IMO-02781,Parquelândia,Apartamento,108,3,Usado,698748.89,6469.9,CPF-06368,,À vista,2023,10,5.0
TX-02782,IMO-02782,Parquelândia,Apartamento,135,2,Usado,884413.79,6551.21,CPF-02409,,À vista,2022,5,31.0
TX-02783,IMO-02783,Cocó,Apartamento,70,3,Novo,831352.21,11876.46,CPF-07639,,Financiamento,2022,4,178.0
TX-02784,IMO-02784,Fátima,Apartamento,65,2,Novo,489932.14,7537.42,CPF-04024,,À vista,2022,5,74.0
TX-02785,IMO-02785,Papicu,Casa,214,4,Usado,2179553.55,10184.83,CPF-09006,CNPJ-08003,À vista,2023,2,22.0
TX-02786,IMO-02786,Caucaia,Apartamento,120,1,Usado,319738.67,2664.49,CPF-01681,,À vista,2022,8,63.0
TX-02787,IMO-02787,Parquelândia,Apartamento,75,1,Usado,427883.67,5705.12,CPF-07944,,Financiamento,2024,10,92.0
TX-02788,IMO-02788,Aldeota,Apartamento,69,1,Usado,597884.4,8664.99,CPF-04586,,Financiamento,2022,11,109.0
TX-02789,IMO-02789,Maracanaú,Casa,137,4,Usado,324051.01,2365.34,CPF-00226,,À vista,2023,8,149.0
TX-02790,IMO-02790,Varjota,Casa,155,2,Novo,1233321.35,7956.91,CPF-01489,,À vista,2023,6,66.0
TX-02791,IMO-02791,Edson Queiroz,Casa,77,4,Usado,716328.43,9302.97,CPF-04320,,À vista,2022,8,5.0
TX-02792,IMO-02792,Cocó,Apartamento,55,3,Novo,766483.73,13936.07,CPF-02997,,Financiamento,2024,6,100.0
TX-02793,IMO-02793,Edson Queiroz,Casa,119,4,Novo,1000004.12,8403.4,CPF-00718,,À vista,2023,9,67.0
TX-02794,IMO-02794,Parquelândia,Apartamento,52,4,Novo,327223.02,6292.75,CPF-00656,,À vista,2024,2,88.0
TX-02795,IMO-02795,Eusébio,Apartamento,58,4,Usado,333706.88,5753.57,CPF-02716,,Financiamento,2023,10,105.0
TX-02796,IMO-02796,Aquiraz (Beach Park),Casa,60,4,Usado,414628.04,6910.47,CPF-01105,,À vista,2024,6,36.0
TX-02797,IMO-02797,Maracanaú,Apartamento,106,3,Usado,297040.86,2802.27,CPF-02618,,À vista,2024,12,71.0
TX-02798,IMO-02798,Aquiraz (Beach Park),Apartamento,33,2,Usado,219390.31,6648.19,CPF-00321,,Financiamento,2024,9,36.0
TX-02799,IMO-02799,Papicu,Apartamento,57,3,Novo,362347.33,6356.97,CPF-03372,,À vista,2023,5,58.0
TX-02800,IMO-02800,Aquiraz (Beach Park),Apartamento,77,3,Usado,556342.4,7225.23,CPF-01549,,À vista,2023,4,56.0
TX-02801,IMO-02801,Papicu,Apartamento,30,4,Usado,237351.68,7911.72,CPF-05401,,À vista,2022,8,64.0
TX-02802,IMO-02802,Papicu,Apartamento,95,2,Usado,828219.64,8718.1,CPF-09017,CNPJ-08003,À vista,2024,10,105.0
TX-02803,IMO-02803,Luciano Cavalcante,Flat/Studio,46,1,Usado,371726.78,8081.02,CPF-00575,,À vista,2024,7,56.0
TX-02804,IMO-02804,Caucaia,Casa,170,3,Usado,548030.94,3223.71,CPF-01381,,À vista,2023,1,95.0
TX-02805,IMO-02805,Fátima,Apartamento,83,3,Usado,676762.7,8153.77,CPF-04281,,À vista,2023,11,159.0
TX-02806,IMO-02806,Maraponga,Cobertura,155,3,Usado,615430.06,3970.52,CPF-06679,,À vista,2024,12,55.0
TX-02807,IMO-02807,Fátima,Cobertura,159,5,Usado,1188572.62,7475.3,CPF-02998,,À vista,2024,4,55.0
TX-02808,IMO-02808,Dionísio Torres,Apartamento,66,3,Usado,478191.64,7245.33,CPF-02031,,À vista,2024,5,5.0
TX-02809,IMO-02809,Varjota,Apartamento,72,2,Usado,441392.26,6130.45,CPF-03128,,À vista,2023,4,27.0
TX-02810,IMO-02810,Maracanaú,Casa,170,4,Usado,462477.94,2720.46,CPF-01146,,À vista,2022,10,210.0
TX-02811,IMO-02811,Luciano Cavalcante,Apartamento,88,2,Usado,643268.03,7309.86,CPF-07174,,Financiamento,2024,3,110.0
TX-02812,IMO-02812,Edson Queiroz,Apartamento,76,3,Novo,776194.13,10213.08,CPF-07045,,À vista,2023,10,131.0
TX-02813,IMO-02813,Luciano Cavalcante,Apartamento,64,3,Novo,447069.33,6985.46,CPF-02934,,À vista,2022,10,182.0
TX-02814,IMO-02814,Dionísio Torres,Apartamento,36,2,Novo,368410.54,10233.63,CPF-03040,,À vista,2023,11,119.0
TX-02815,IMO-02815,Parangaba,Flat/Studio,37,1,Novo,163658.79,4423.21,CPF-00838,,À vista,2024,6,187.0
TX-02816,IMO-02816,Centro,Apartamento,60,4,Novo,502992.37,8383.21,CPF-03278,,À vista,2023,5,25.0
TX-02817,IMO-02817,Centro,Apartamento,109,4,Novo,708573.92,6500.68,CPF-02889,,À vista,2024,1,151.0
TX-02818,IMO-02818,Varjota,Casa,166,4,Novo,1824166.11,10988.95,CPF-06977,,À vista,2024,4,60.0
TX-02819,IMO-02819,Cocó,Casa,68,4,Usado,718879.97,10571.76,CPF-02608,,À vista,2023,4,5.0
TX-02820,IMO-02820,Dionísio Torres,Apartamento,46,3,Usado,419621.31,9122.2,CPF-07737,,À vista,2022,8,
TX-02821,IMO-02821,Aldeota,Apartamento,87,1,Usado,768047.61,8828.13,CPF-07909,,Financiamento,2024,1,75.0
TX-02822,IMO-02822,Messejana,Casa,133,3,Novo,588125.12,4421.99,CPF-01998,,À vista,2023,12,183.0
TX-02823,IMO-02823,Meireles,Apartamento,64,3,Usado,887213.24,13862.71,CPF-06582,,Financiamento,2022,2,112.0
TX-02824,IMO-02824,Benfica,Casa,191,3,Novo,1249676.86,6542.81,CPF-06044,,Financiamento,2023,6,69.0
TX-02825,IMO-02825,Meireles,Apartamento,114,3,Usado,1262440.31,11074.04,CPF-01209,,À vista,2024,1,104.0
TX-02826,IMO-02826,Meireles,Flat/Studio,28,1,Usado,294389.66,10513.92,CPF-06469,,Financiamento,2022,12,64.0
TX-02827,IMO-02827,Fátima,Apartamento,98,2,Novo,771589.27,7873.36,CPF-03996,,À vista,2023,1,146.0
TX-02828,IMO-02828,Dionísio Torres,Apartamento,80,3,Usado,613794.2,7672.43,CPF-03956,,À vista,2024,8,102.0
TX-02829,IMO-02829,Luciano Cavalcante,Flat/Studio,39,1,Usado,274396.73,7035.81,CPF-07269,,À vista,2024,10,5.0
TX-02830,IMO-02830,Centro,Apartamento,92,3,Usado,564654.29,6137.55,CPF-07445,,À vista,2022,6,166.0
TX-02831,IMO-02831,Aquiraz (Beach Park),Casa,61,3,Novo,517898.65,8490.14,CPF-02833,,Financiamento,2023,12,99.0
TX-02832,IMO-02832,Dionísio Torres,Apartamento,73,3,Usado,680937.23,9327.91,CPF-04025,,À vista,2024,4,70.0
TX-02833,IMO-02833,Papicu,Apartamento,87,3,Usado,572364.61,6578.9,CPF-03128,,À vista,2023,9,145.0
TX-02834,IMO-02834,Fátima,Apartamento,108,3,Novo,946393.94,8762.91,CPF-05380,,À vista,2023,5,190.0
TX-02835,IMO-02835,Luciano Cavalcante,Apartamento,107,3,Usado,805158.26,7524.84,CPF-02295,,À vista,2023,3,103.0
TX-02836,IMO-02836,Varjota,Casa,147,3,Novo,1457606.86,9915.69,CPF-03952,,À vista,2024,8,122.0
TX-02837,IMO-02837,Papicu,Apartamento,64,4,Usado,452280.5,7066.88,CPF-01804,,Financiamento,2023,5,32.0
TX-02838,IMO-02838,Maracanaú,Apartamento,54,2,Usado,141817.82,2626.26,CPF-02081,,À vista,2023,3,
TX-02839,IMO-02839,Benfica,Casa,140,5,Usado,562596.64,4018.55,CPF-05390,,Financiamento,2024,2,127.0
TX-02840,IMO-02840,Papicu,Casa,137,2,Usado,723884.01,5283.82,CPF-02586,,Financiamento,2022,7,175.0
TX-02841,IMO-02841,Maraponga,Apartamento,87,3,Novo,429952.65,4941.98,CPF-04957,,À vista,2022,12,97.0
TX-02842,IMO-02842,Maraponga,Casa,170,4,Usado,869159.74,5112.7,CPF-06018,,À vista,2023,9,7.0
TX-02843,IMO-02843,Messejana,Flat/Studio,43,1,Novo,232591.99,5409.12,CPF-07521,,À vista,2024,7,164.0
TX-02844,IMO-02844,Centro,Apartamento,91,3,Usado,525377.19,5773.38,CPF-03816,,Financiamento,2023,10,46.0
TX-02845,IMO-02845,Messejana,Apartamento,33,4,Usado,126966.99,3847.48,CPF-03832,,À vista,2022,2,33.0
TX-02846,IMO-02846,Benfica,Flat/Studio,33,1,Usado,193074.14,5850.73,CPF-04007,,À vista,2024,10,
TX-02847,IMO-02847,Papicu,Flat/Studio,33,1,Usado,260651.99,7898.55,CPF-04765,,À vista,2022,5,76.0
TX-02848,IMO-02848,Caucaia,Apartamento,82,2,Novo,299289.41,3649.87,CPF-00263,,À vista,2024,4,47.0
TX-02849,IMO-02849,Meireles,Apartamento,97,2,Novo,1189703.53,12264.98,CPF-00131,,À vista,2024,10,110.0
TX-02850,IMO-02850,Edson Queiroz,Cobertura,181,4,Usado,1592058.21,8795.9,CPF-03954,,À vista,2023,4,50.0
TX-02851,IMO-02851,Aldeota,Casa,60,5,Usado,555948.71,9265.81,CPF-04818,,À vista,2024,1,178.0
TX-02852,IMO-02852,Parquelândia,Casa,114,3,Usado,880081.87,7720.02,CPF-05173,,Financiamento,2022,5,162.0
TX-02853,IMO-02853,Messejana,Casa,172,4,Novo,832584.48,4840.61,CPF-06941,,À vista,2023,2,95.0
TX-02854,IMO-02854,Aquiraz (Beach Park),Apartamento,68,2,Novo,575647.75,8465.41,CPF-01286,,À vista,2023,8,46.0
TX-02855,IMO-02855,Fátima,Apartamento,110,2,Usado,775613.5,7051.03,CPF-03839,,À vista,2024,6,114.0
TX-02856,IMO-02856,Maracanaú,Apartamento,52,2,Usado,174421.97,3354.27,CPF-01941,,Financiamento,2023,5,60.0
TX-02857,IMO-02857,Parangaba,Flat/Studio,34,1,Usado,115184.52,3387.78,CPF-05927,,À vista,2023,2,127.0
TX-02858,IMO-02858,Benfica,Cobertura,238,4,Usado,1350884.73,5675.99,CPF-03133,,À vista,2023,9,97.0
TX-02859,IMO-02859,Centro,Flat/Studio,36,1,Novo,174233.02,4839.81,CPF-07345,,Financiamento,2022,2,191.0
TX-02860,IMO-02860,Aldeota,Apartamento,86,3,Novo,1133411.96,13179.21,CPF-07419,,À vista,2022,4,64.0
TX-02861,IMO-02861,Aquiraz (Beach Park),Apartamento,100,1,Novo,670615.36,6706.15,CPF-05438,,Financiamento,2023,7,229.0
TX-02862,IMO-02862,Aldeota,Casa,189,3,Usado,2248642.04,11897.58,CPF-05654,,À vista,2022,2,21.0
TX-02863,IMO-02863,Aldeota,Casa,221,3,Novo,2825018.65,12782.89,CPF-01320,,Financiamento,2022,2,157.0
TX-02864,IMO-02864,Parquelândia,Cobertura,147,3,Novo,975320.58,6634.83,CPF-06535,,À vista,2022,10,65.0
TX-02865,IMO-02865,Luciano Cavalcante,Casa,85,3,Novo,874923.17,10293.21,CPF-04627,,À vista,2022,10,74.0
TX-02866,IMO-02866,Benfica,Casa,207,4,Usado,1172038.92,5662.02,CPF-02746,,À vista,2022,8,97.0
TX-02867,IMO-02867,Maraponga,Casa,83,4,Usado,361941.31,4360.74,CPF-04277,,Financiamento,2022,8,40.0
TX-02868,IMO-02868,Papicu,Apartamento,72,2,Usado,575803.88,7997.28,CPF-07110,,À vista,2023,10,71.0
TX-02869,IMO-02869,Meireles,Apartamento,62,3,Novo,1052240.18,16971.62,CPF-03551,,Financiamento,2024,3,50.0
TX-02870,IMO-02870,Luciano Cavalcante,Cobertura,194,3,Usado,1272332.14,6558.41,CPF-02730,,À vista,2023,4,124.0
TX-02871,IMO-02871,Papicu,Apartamento,56,2,Usado,517976.01,9249.57,CPF-09013,,À vista,2024,4,145.0
TX-02872,IMO-02872,Fátima,Casa,180,3,Usado,1192827.72,6626.82,CPF-07407,,À vista,2024,7,203.0
TX-02873,IMO-02873,Parquelândia,Apartamento,76,3,Usado,381400.07,5018.42,CPF-06085,,À vista,2023,3,245.0
TX-02874,IMO-02874,Centro,Casa,232,4,Novo,1590410.69,6855.22,CPF-07680,,Financiamento,2024,4,156.0
TX-02875,IMO-02875,Dionísio Torres,Apartamento,54,3,Usado,495412.39,9174.3,CPF-05489,,À vista,2023,5,121.0
TX-02876,IMO-02876,Cocó,Apartamento,104,3,Usado,1139009.78,10952.02,CPF-00590,,À vista,2023,4,94.0
TX-02877,IMO-02877,Maracanaú,Casa,193,4,Novo,688799.11,3568.91,CPF-03999,,À vista,2022,5,62.0
TX-02878,IMO-02878,Montese,Apartamento,53,1,Usado,270709.04,5107.72,CPF-02819,,Financiamento,2023,7,42.0
TX-02879,IMO-02879,Eusébio,Casa,207,4,Usado,932213.88,4503.45,CPF-03168,,Financiamento,2024,10,5.0
TX-02880,IMO-02880,Aquiraz (Beach Park),Apartamento,111,3,Usado,1053924.15,9494.81,CPF-05409,,À vista,2023,9,46.0
TX-02881,IMO-02881,Caucaia,Apartamento,51,2,Usado,113752.65,2230.44,CPF-05570,,À vista,2022,6,5.0
TX-02882,IMO-02882,Eusébio,Apartamento,76,3,Novo,387951.11,5104.62,CPF-06362,,Financiamento,2023,5,117.0
TX-02883,IMO-02883,Luciano Cavalcante,Flat/Studio,31,1,Usado,206548.86,6662.87,CPF-05188,,À vista,2024,2,5.0
TX-02884,IMO-02884,Benfica,Apartamento,87,4,Novo,529091.31,6081.51,CPF-01504,,Financiamento,2023,3,89.0
TX-02885,IMO-02885,Maracanaú,Apartamento,43,3,Usado,98407.93,2288.56,CPF-02520,,À vista,2022,5,
TX-02886,IMO-02886,Dionísio Torres,Flat/Studio,42,1,Novo,486301.12,11578.6,CPF-03380,,Financiamento,2024,9,211.0
TX-02887,IMO-02887,Parangaba,Apartamento,92,1,Novo,486667.23,5289.86,CPF-01900,,Financiamento,2024,1,196.0
TX-02888,IMO-02888,Aquiraz (Beach Park),Casa,166,3,Usado,1513325.74,9116.42,CPF-03309,,À vista,2023,10,173.0
TX-02889,IMO-02889,Luciano Cavalcante,Apartamento,45,3,Usado,359295.06,7984.33,CPF-00836,,À vista,2023,6,98.0
TX-02890,IMO-02890,Fátima,Apartamento,55,2,Usado,419924.95,7635.0,CPF-02448,,À vista,2023,3,153.0
TX-02891,IMO-02891,Parquelândia,Flat/Studio,37,1,Usado,165060.9,4461.11,CPF-02615,,À vista,2024,3,156.0
TX-02892,IMO-02892,Parquelândia,Apartamento,77,3,Novo,522876.82,6790.61,CPF-00913,,À vista,2024,7,123.0
TX-02893,IMO-02893,Aquiraz (Beach Park),Casa,96,4,Usado,563403.99,5868.79,CPF-02254,,Financiamento,2024,2,109.0
TX-02894,IMO-02894,Maracanaú,Apartamento,120,1,Novo,326303.64,2719.2,CPF-06692,,Financiamento,2022,2,5.0
TX-02895,IMO-02895,Parangaba,Apartamento,84,4,Usado,268741.74,3199.31,CPF-03532,,À vista,2022,9,67.0
TX-02896,IMO-02896,Centro,Apartamento,68,2,Usado,390967.46,5749.52,CPF-06726,,Financiamento,2023,1,35.0
TX-02897,IMO-02897,Parquelândia,Casa,71,4,Usado,417043.77,5873.86,CPF-03480,,Financiamento,2024,10,155.0
TX-02898,IMO-02898,Messejana,Apartamento,79,2,Usado,285153.96,3609.54,CPF-02941,,À vista,2024,12,110.0
TX-02899,IMO-02899,Messejana,Flat/Studio,28,1,Novo,129160.14,4612.86,CPF-04332,,À vista,2023,1,76.0
TX-02900,IMO-02900,Edson Queiroz,Apartamento,86,2,Usado,720922.0,8382.81,CPF-01782,,Financiamento,2023,11,114.0
TX-02901,IMO-02901,Edson Queiroz,Apartamento,88,2,Novo,841019.64,9557.04,CPF-03518,,À vista,2022,12,140.0
TX-02902,IMO-02902,Varjota,Apartamento,53,1,Novo,892589.99,16841.32,CPF-09009,,À vista,2023,11,49.0
TX-02903,IMO-02903,Maraponga,Casa,92,2,Usado,438085.36,4761.8,CPF-09018,,À vista,2023,3,79.0
TX-02904,IMO-02904,Fátima,Apartamento,90,3,Usado,529154.12,5879.49,CPF-02847,,À vista,2024,3,84.0
TX-02905,IMO-02905,Dionísio Torres,Cobertura,178,4,Usado,1633812.67,9178.72,CPF-04466,,Financiamento,2023,4,5.0
TX-02906,IMO-02906,Eusébio,Cobertura,194,4,Usado,1120778.96,5777.21,CPF-00527,,À vista,2024,6,26.0
TX-02907,IMO-02907,Aquiraz (Beach Park),Apartamento,82,4,Novo,672492.52,8201.13,CPF-00426,,À vista,2022,6,178.0
TX-02908,IMO-02908,Caucaia,Casa,148,3,Usado,482294.78,3258.75,CPF-07102,,À vista,2024,4,146.0
TX-02909,IMO-02909,Benfica,Casa,185,4,Usado,881482.45,4764.77,CPF-01018,,À vista,2024,6,76.0
TX-02910,IMO-02910,Dionísio Torres,Flat/Studio,37,1,Usado,299477.06,8093.97,CPF-05202,,À vista,2023,6,106.0
TX-02911,IMO-02911,Dionísio Torres,Apartamento,90,2,Usado,868130.54,9645.89,CPF-03837,,Financiamento,2024,4,5.0
TX-02912,IMO-02912,Montese,Apartamento,50,2,Usado,283782.86,5675.66,CPF-06571,,À vista,2024,10,5.0
TX-02913,IMO-02913,Maraponga,Apartamento,128,2,Novo,820932.61,6413.54,CPF-04097,,À vista,2024,2,5.0
TX-02914,IMO-02914,Papicu,Casa,163,4,Usado,1119667.55,6869.13,CPF-00214,,Financiamento,2024,4,105.0
TX-02915,IMO-02915,Maracanaú,Apartamento,84,2,Novo,373701.29,4448.82,CPF-02436,,Financiamento,2022,12,130.0
TX-02916,IMO-02916,Parangaba,Apartamento,85,3,Usado,343862.63,4045.44,CPF-00342,,Financiamento,2024,10,59.0
